system:index,RTENAME,RTENO,area,.geo
267,SANDY RIVER,69900.0,14.337156874188107,"{""type"":""MultiPoint"",""coordinates"":[]}"
268,SHELDON NWR,55903.0,17.126550593688727,"{""type"":""MultiPoint"",""coordinates"":[]}"
269,SILVER CITY,33217.0,13.355864783961383,"{""type"":""MultiPoint"",""coordinates"":[]}"
270,SPRING LAKE,89047.0,15.086648563449758,"{""type"":""MultiPoint"",""coordinates"":[]}"
271,SPRINGFIELD,33021.0,17.90680912693016,"{""type"":""MultiPoint"",""coordinates"":[]}"
272,SULLIVAN LK,89052.0,16.169154188465058,"{""type"":""MultiPoint"",""coordinates"":[]}"
273,THREE FORKS,69256.0,21.255344494745735,"{""type"":""MultiPoint"",""coordinates"":[]}"
274,TROUT CREEK,69255.0,17.148257039675247,"{""type"":""MultiPoint"",""coordinates"":[]}"
275,TWIN BUTTES,33901.0,16.614168383394603,"{""type"":""MultiPoint"",""coordinates"":[]}"
276,WALLA WALLA,89083.0,17.460871824693623,"{""type"":""MultiPoint"",""coordinates"":[]}"
277,WARNER MTN.,69219.0,14.824222310799643,"{""type"":""MultiPoint"",""coordinates"":[]}"
278,WHITE CHUCK,89048.0,17.084347264322915,"{""type"":""MultiPoint"",""coordinates"":[]}"
279,YELLOW PINE,33212.0,16.06462110358457,"{""type"":""MultiPoint"",""coordinates"":[]}"
280,ARID LAND ER,89901.0,17.82522324710478,"{""type"":""MultiPoint"",""coordinates"":[]}"
281,BADGER CREEK,69203.0,14.335427853216904,"{""type"":""MultiPoint"",""coordinates"":[]}"
282,BLACKS CREEK,33017.0,15.102040839736558,"{""type"":""MultiPoint"",""coordinates"":[]}"
283,BLEWETT PASS,89055.0,14.73091132755822,"{""type"":""MultiPoint"",""coordinates"":[]}"
284,BLIZZARD GAP,69061.0,17.36469382241117,"{""type"":""MultiPoint"",""coordinates"":[]}"
285,BOWDEN HILLS,69232.0,20.30822897545956,"{""type"":""MultiPoint"",""coordinates"":[]}"
286,BUCKSKIN MTN,92072.0,17.414234872303915,"{""type"":""MultiPoint"",""coordinates"":[]}"
287,CLOVER CREEK,69053.0,15.107627277450991,"{""type"":""MultiPoint"",""coordinates"":[]}"
288,COLUMBIA NWR,89145.0,15.741537099034927,"{""type"":""MultiPoint"",""coordinates"":[]}"
289,CRAMER CREEK,53903.0,16.278999506525754,"{""type"":""MultiPoint"",""coordinates"":[]}"
290,CRESCENT CTY,14004.0,16.67113777288603,"{""type"":""MultiPoint"",""coordinates"":[]}"
291,CROOKED RIV.,69246.0,20.873078533685696,"{""type"":""MultiPoint"",""coordinates"":[]}"
292,CROWDER FLAT,14407.0,23.520330550689337,"{""type"":""MultiPoint"",""coordinates"":[]}"
293,E. BEAR LAKE,85904.0,15.093267206372552,"{""type"":""MultiPoint"",""coordinates"":[]}"
294,E. MT. ADAMS,89909.0,14.71519688782169,"{""type"":""MultiPoint"",""coordinates"":[]}"
295,ELEVATION MT,53906.0,15.399724555882345,"{""type"":""MultiPoint"",""coordinates"":[]}"
296,FANDANGO CAN,69021.0,15.645909777696115,"{""type"":""MultiPoint"",""coordinates"":[]}"
297,FEATHERVILLE,33218.0,15.56877126637561,"{""type"":""MultiPoint"",""coordinates"":[]}"
298,HANFORD SITE,89900.0,15.737877101363356,"{""type"":""MultiPoint"",""coordinates"":[]}"
299,HELLS CANYON,69208.0,15.27316175845589,"{""type"":""MultiPoint"",""coordinates"":[]}"
300,HOWARD MDWS.,69206.0,15.426084688633583,"{""type"":""MultiPoint"",""coordinates"":[]}"
301,HURRICANE RG,89053.0,19.623577237974878,"{""type"":""MultiPoint"",""coordinates"":[]}"
302,IRON SPRINGS,33214.0,15.516886811856613,"{""type"":""MultiPoint"",""coordinates"":[]}"
303,KLICKITAT MT,69236.0,18.43188101992952,"{""type"":""MultiPoint"",""coordinates"":[]}"
304,L PEND O NWR,89908.0,15.138776345312495,"{""type"":""MultiPoint"",""coordinates"":[]}"
305,L. WENATCHEE,89074.0,16.94032296803002,"{""type"":""MultiPoint"",""coordinates"":[]}"
306,LOGAN CANYON,85906.0,14.770849611565565,"{""type"":""MultiPoint"",""coordinates"":[]}"
307,MALHEUR RES.,69242.0,25.797023217907505,"{""type"":""MultiPoint"",""coordinates"":[]}"
308,MARBLE CREEK,33202.0,17.554276425444247,"{""type"":""MultiPoint"",""coordinates"":[]}"
309,MOSES COULEE,89075.0,17.929317879810032,"{""type"":""MultiPoint"",""coordinates"":[]}"
310,MOUNT VERNON,69048.0,16.883746631418514,"{""type"":""MultiPoint"",""coordinates"":[]}"
311,MT ST HELENS,89060.0,15.78970393558517,"{""type"":""MultiPoint"",""coordinates"":[]}"
312,MYRTLE GROVE,69225.0,14.140665601118256,"{""type"":""MultiPoint"",""coordinates"":[]}"
313,N FORK CDA R,33906.0,16.02233740367647,"{""type"":""MultiPoint"",""coordinates"":[]}"
314,NICOLAI MTN.,69142.0,17.50030284865197,"{""type"":""MultiPoint"",""coordinates"":[]}"
315,PAINTED ROCK,53086.0,13.723966484972417,"{""type"":""MultiPoint"",""coordinates"":[]}"
316,PASADENA VAL,33124.0,15.811493442616406,"{""type"":""MultiPoint"",""coordinates"":[]}"
317,PICTURE FLAT,69229.0,27.235275441421564,"{""type"":""MultiPoint"",""coordinates"":[]}"
318,PORT ANGELES,89002.0,18.3028310335631,"{""type"":""MultiPoint"",""coordinates"":[]}"
319,RANCHOGRANDE,55006.0,17.849029834773294,"{""type"":""MultiPoint"",""coordinates"":[]}"
320,ROCHAT DIVDE,33907.0,14.325873254059433,"{""type"":""MultiPoint"",""coordinates"":[]}"
321,SALMON RIVER,33207.0,15.817146282261035,"{""type"":""MultiPoint"",""coordinates"":[]}"
322,SAWTOOTH CTY,33119.0,15.554799636688106,"{""type"":""MultiPoint"",""coordinates"":[]}"
323,SILVER CREEK,69054.0,16.658537683517153,"{""type"":""MultiPoint"",""coordinates"":[]}"
324,SUIATTLE RIV,89067.0,16.663064788449756,"{""type"":""MultiPoint"",""coordinates"":[]}"
325,THOMPSON RIV,53063.0,21.472987263495718,"{""type"":""MultiPoint"",""coordinates"":[]}"
326,THREEMILE WA,53902.0,15.112966004457748,"{""type"":""MultiPoint"",""coordinates"":[]}"
327,TRACTOR FLAT,33905.0,14.037031214828438,"{""type"":""MultiPoint"",""coordinates"":[]}"
328,TRASK SUMMIT,69201.0,14.689809313572306,"{""type"":""MultiPoint"",""coordinates"":[]}"
329,TURNBULL NWR,89906.0,15.437624994485287,"{""type"":""MultiPoint"",""coordinates"":[]}"
330,VIRGIN CREEK,55907.0,14.274775832981014,"{""type"":""MultiPoint"",""coordinates"":[]}"
331,WARNER VALLY,69230.0,17.09413590137868,"{""type"":""MultiPoint"",""coordinates"":[]}"
332,WHISKEY SPG.,69227.0,20.20377812003677,"{""type"":""MultiPoint"",""coordinates"":[]}"
333,WILLOW CREEK,53038.0,15.227446611412356,"{""type"":""MultiPoint"",""coordinates"":[]}"
334,WIZARD FALLS,69147.0,15.810963027405041,"{""type"":""MultiPoint"",""coordinates"":[]}"
335,GOOSE CREEK MTN.,85301.0,17.630051963939948,"{""type"":""MultiPoint"",""coordinates"":[]}"
336,CRAIG,,13.099731326639104,"{""type"":""MultiPoint"",""coordinates"":[]}"
337,HYDER,,10.852924520986514,"{""type"":""MultiPoint"",""coordinates"":[]}"
338,SITKA,,15.07775542889092,"{""type"":""MultiPoint"",""coordinates"":[]}"
339,HAINES,,16.840196603867973,"{""type"":""MultiPoint"",""coordinates"":[]}"
340,HOONAH,,15.29203783962928,"{""type"":""MultiPoint"",""coordinates"":[]}"
341,JUNEAU,,15.56558156014094,"{""type"":""MultiPoint"",""coordinates"":[]}"
342,SKAGWAY,,13.991476444761036,"{""type"":""MultiPoint"",""coordinates"":[]}"
343,YAKUTAT,,15.482523449234062,"{""type"":""MultiPoint"",""coordinates"":[]}"
344,ZAREMBO,,15.474334721920975,"{""type"":""MultiPoint"",""coordinates"":[]}"
345,KETCHIKAN,,16.46197243959864,"{""type"":""MultiPoint"",""coordinates"":[]}"
346,11-171 ???,,15.328360490471818,"{""type"":""MultiPoint"",""coordinates"":[]}"
347,JUNEAU ALT,,18.508416358318023,"{""type"":""MultiPoint"",""coordinates"":[]}"
348,PETERSBURG,,16.70734613702512,"{""type"":""MultiPoint"",""coordinates"":[]}"
349,THORNE BAY,,14.931790736090704,"{""type"":""MultiPoint"",""coordinates"":[]}"
350,WHALE PASS,,17.944463063909307,"{""type"":""MultiPoint"",""coordinates"":[]}"
351,11-204 WASA,,15.695909731908696,"{""type"":""MultiPoint"",""coordinates"":[]}"
352,KUIU ISLAND,,17.103706729365797,"{""type"":""MultiPoint"",""coordinates"":[]}"
353,MITKOF ISLE,,17.248761538036167,"{""type"":""MultiPoint"",""coordinates"":[]}"
354,11-004 TOKAY,,15.817164556464475,"{""type"":""MultiPoint"",""coordinates"":[]}"
355,11-006 SALMO,,16.232653160814934,"{""type"":""MultiPoint"",""coordinates"":[]}"
356,CHICHAGOF IS,,15.290085528462003,"{""type"":""MultiPoint"",""coordinates"":[]}"
357,HARLEQUIN L.,,15.44981678642003,"{""type"":""MultiPoint"",""coordinates"":[]}"
358,ZIMOVIA STRT,,15.39676346917893,"{""type"":""MultiPoint"",""coordinates"":[]}"
359,11-011 ALBION,,15.643837810830263,"{""type"":""MultiPoint"",""coordinates"":[]}"
360,11-021 NICOLA,,18.5166314615196,"{""type"":""MultiPoint"",""coordinates"":[]}"
361,11-029 GOLDEN,,15.60007953187807,"{""type"":""MultiPoint"",""coordinates"":[]}"
362,11-202 NITNAT,,15.575952151363362,"{""type"":""MultiPoint"",""coordinates"":[]}"
363,11-206 SLOCAN,,15.23083748887868,"{""type"":""MultiPoint"",""coordinates"":[]}"
364,11-408 OLIVER,,15.556192653982853,"{""type"":""MultiPoint"",""coordinates"":[]}"
365,11-454 BOWRON,,15.56423864303002,"{""type"":""MultiPoint"",""coordinates"":[]}"
366,11-613 COOMBS,,15.484383236090682,"{""type"":""MultiPoint"",""coordinates"":[]}"
367,STIKINE RIVER,,24.59908197363665,"{""type"":""MultiPoint"",""coordinates"":[]}"
368,04-205 COLEMAN,,15.605095692846207,"{""type"":""MultiPoint"",""coordinates"":[]}"
369,11-007 NEEDLES,,15.397564395465679,"{""type"":""MultiPoint"",""coordinates"":[]}"
370,11-010 SEABIRD,,15.73777157824754,"{""type"":""MultiPoint"",""coordinates"":[]}"
371,11-013 ALBERNI,,16.130263716544118,"{""type"":""MultiPoint"",""coordinates"":[]}"
372,11-015 ELKFORD,,16.93556967018995,"{""type"":""MultiPoint"",""coordinates"":[]}"
373,11-018 ZINCTON,,17.31021728451287,"{""type"":""MultiPoint"",""coordinates"":[]}"
374,11-022 CANFORD,,16.95937411976103,"{""type"":""MultiPoint"",""coordinates"":[]}"
375,11-042 GOSNELL,,16.105656514920344,"{""type"":""MultiPoint"",""coordinates"":[]}"
376,11-053 MCBRIDE,,15.831562416835176,"{""type"":""MultiPoint"",""coordinates"":[]}"
377,11-054 WINGDAM,,16.19191121452207,"{""type"":""MultiPoint"",""coordinates"":[]}"
378,11-058 DUNSTER,,15.86581053719363,"{""type"":""MultiPoint"",""coordinates"":[]}"
379,11-071 LAKELSE,,15.098615576669735,"{""type"":""MultiPoint"",""coordinates"":[]}"
380,11-081 KISPIOX,,16.093504464169722,"{""type"":""MultiPoint"",""coordinates"":[]}"
381,11-101 Saltair,,15.133149049785533,"{""type"":""MultiPoint"",""coordinates"":[]}"
382,11-198 MASSETT,,18.17746700677083,"{""type"":""MultiPoint"",""coordinates"":[]}"
383,11-205 CRESTON,,17.748981846951594,"{""type"":""MultiPoint"",""coordinates"":[]}"
384,11-209 ASHNOLA,,17.27654924450061,"{""type"":""MultiPoint"",""coordinates"":[]}"
385,11-218 GERRARD,,18.523058525995722,"{""type"":""MultiPoint"",""coordinates"":[]}"
386,11-256 PUNCHAW,,15.622690498805161,"{""type"":""MultiPoint"",""coordinates"":[]}"
387,11-371 Kitimat,,15.876257224402588,"{""type"":""MultiPoint"",""coordinates"":[]}"
388,11-510 Chaumox,,17.182335636887267,"{""type"":""MultiPoint"",""coordinates"":[]}"
389,11-609 BROMLEY,,15.46998227668504,"{""type"":""MultiPoint"",""coordinates"":[]}"
390,11-711 Mud Bay,,16.068457671415466,"{""type"":""MultiPoint"",""coordinates"":[]}"
391,93-314 KLUKSHU,,16.23067949725796,"{""type"":""MultiPoint"",""coordinates"":[]}"
392,04-005 SENTINEL,,15.689315233915444,"{""type"":""MultiPoint"",""coordinates"":[]}"
393,11-023 SHALALTH,,15.710772697594983,"{""type"":""MultiPoint"",""coordinates"":[]}"
394,11-055 FERNDALE,,15.517716668826603,"{""type"":""MultiPoint"",""coordinates"":[]}"
395,11-070 SMITHERS,,17.080520611427687,"{""type"":""MultiPoint"",""coordinates"":[]}"
396,11-072 KWINITSA,,15.823972368857229,"{""type"":""MultiPoint"",""coordinates"":[]}"
397,11-093 MEZIADIN,,15.622190029365822,"{""type"":""MultiPoint"",""coordinates"":[]}"
398,11-116 KOOTENAY,,15.865457591819867,"{""type"":""MultiPoint"",""coordinates"":[]}"
399,11-201 VICTORIA,,15.347349299494491,"{""type"":""MultiPoint"",""coordinates"":[]}"
400,11-222 PAVILION,,16.225108396829057,"{""type"":""MultiPoint"",""coordinates"":[]}"
401,11-233 CHU CHUA,,15.437074480805757,"{""type"":""MultiPoint"",""coordinates"":[]}"
402,11-244 HORSEFLY,,15.426627087668502,"{""type"":""MultiPoint"",""coordinates"":[]}"
403,11-412 SQUAMISH,,16.914530349065558,"{""type"":""MultiPoint"",""coordinates"":[]}"
404,11-621 KAMLOOPS,,15.594841222824765,"{""type"":""MultiPoint"",""coordinates"":[]}"
405,11-001 CHEMAINUS,,15.656674906586996,"{""type"":""MultiPoint"",""coordinates"":[]}"
406,11-005 KUSKONOOK,,15.490784596430755,"{""type"":""MultiPoint"",""coordinates"":[]}"
407,11-009 PRINCETON,,15.336678401639091,"{""type"":""MultiPoint"",""coordinates"":[]}"
408,11-027 EVE RIVER,,18.80364409290749,"{""type"":""MultiPoint"",""coordinates"":[]}"
409,11-069 MT MORICE,,16.12015213219977,"{""type"":""MultiPoint"",""coordinates"":[]}"
410,11-114 ASH RIVER,,14.097259373881748,"{""type"":""MultiPoint"",""coordinates"":[]}"
411,11-117 GNAT PASS,,17.676124589736506,"{""type"":""MultiPoint"",""coordinates"":[]}"
412,11-220 LAVINGTON,,16.49378375753678,"{""type"":""MultiPoint"",""coordinates"":[]}"
413,11-223 PEMBERTON,,15.754760537898278,"{""type"":""MultiPoint"",""coordinates"":[]}"
414,11-282 CRANBERRY,,16.01826445225185,"{""type"":""MultiPoint"",""coordinates"":[]}"
415,11-311 COQUITLAM,,18.566761566084544,"{""type"":""MultiPoint"",""coordinates"":[]}"
416,11-313 DUCK LAKE,,15.933655082797191,"{""type"":""MultiPoint"",""coordinates"":[]}"
417,11-335 Dog Creek,,20.85533153060659,"{""type"":""MultiPoint"",""coordinates"":[]}"
418,11-409 BROOKMERE,,15.78438347522979,"{""type"":""MultiPoint"",""coordinates"":[]}"
419,11-422 HAT CREEK,,14.678703822028186,"{""type"":""MultiPoint"",""coordinates"":[]}"
420,11-514 COURTENAY,,16.059707897625625,"{""type"":""MultiPoint"",""coordinates"":[]}"
421,11-608 PARK RILL,,15.094224097120087,"{""type"":""MultiPoint"",""coordinates"":[]}"
422,11-008 BEAVERDELL,,15.395486197150742,"{""type"":""MultiPoint"",""coordinates"":[]}"
423,11-014 ELSIE LAKE,,15.628487846920958,"{""type"":""MultiPoint"",""coordinates"":[]}"
424,11-019 MABEL LAKE,,15.986430240349259,"{""type"":""MultiPoint"",""coordinates"":[]}"
425,11-020 SALMON ARM,,16.013486417769606,"{""type"":""MultiPoint"",""coordinates"":[]}"
426,11-026 CAMPBELL R,,15.923875620649506,"{""type"":""MultiPoint"",""coordinates"":[]}"
427,11-028 PORT HARDY,,15.919619376133578,"{""type"":""MultiPoint"",""coordinates"":[]}"
428,11-034 MEADOWLAKE,,16.3602861629136,"{""type"":""MultiPoint"",""coordinates"":[]}"
429,11-057 KENNEY DAM,,15.861811390027578,"{""type"":""MultiPoint"",""coordinates"":[]}"
430,11-082 NASS RIVER,,16.983120164966287,"{""type"":""MultiPoint"",""coordinates"":[]}"
431,11-102 Fairy Lake,,17.390504057368247,"{""type"":""MultiPoint"",""coordinates"":[]}"
432,11-118 BEAVERFOOT,,16.160742526409308,"{""type"":""MultiPoint"",""coordinates"":[]}"
433,11-137 PENNINGTON,,15.997086975114906,"{""type"":""MultiPoint"",""coordinates"":[]}"
434,11-150 GOLD RIVER,,15.577423990379902,"{""type"":""MultiPoint"",""coordinates"":[]}"
435,11-200 MORESBY IS,,16.09691646499695,"{""type"":""MultiPoint"",""coordinates"":[]}"
436,11-208 SUMMERLAND,,15.701238270358454,"{""type"":""MultiPoint"",""coordinates"":[]}"
437,11-210 CHILLIWACK,,10.196554483517163,"{""type"":""MultiPoint"",""coordinates"":[]}"
438,11-212 POINT GREY,,17.003192449080867,"{""type"":""MultiPoint"",""coordinates"":[]}"
439,11-232 ADAMS LAKE,,15.928689005177688,"{""type"":""MultiPoint"",""coordinates"":[]}"
440,11-237 TATLA LAKE,,16.202616306326608,"{""type"":""MultiPoint"",""coordinates"":[]}"
441,11-248 NIMPO LAKE,,15.833027200413605,"{""type"":""MultiPoint"",""coordinates"":[]}"
442,11-316 WINDERMERE,,16.118969335845602,"{""type"":""MultiPoint"",""coordinates"":[]}"
443,11-414 COMOX LAKE,,15.915793936228553,"{""type"":""MultiPoint"",""coordinates"":[]}"
444,11-426 QUADRA IS.,,15.013340113939954,"{""type"":""MultiPoint"",""coordinates"":[]}"
445,11-611 Barrowtown,,20.619058786504347,"{""type"":""MultiPoint"",""coordinates"":[]}"
446,11-900 SYRINGA CR,,15.287214031066176,"{""type"":""MultiPoint"",""coordinates"":[]}"
447,11-003 BORDER ROAD,,16.059101226761637,"{""type"":""MultiPoint"",""coordinates"":[]}"
448,11-016 COLUMBIA LK,,15.448353279319862,"{""type"":""MultiPoint"",""coordinates"":[]}"
449,11-033 Bridge Lake,,16.179595214077832,"{""type"":""MultiPoint"",""coordinates"":[]}"
450,11-036 CARDIFF MTN,,15.61849934883579,"{""type"":""MultiPoint"",""coordinates"":[]}"
451,11-037 TATLAYOKO L,,15.837841045358457,"{""type"":""MultiPoint"",""coordinates"":[]}"
452,11-045 WILLIAMS LK,,15.879222080790438,"{""type"":""MultiPoint"",""coordinates"":[]}"
453,11-049 BELLA COOLA,,15.572105240778162,"{""type"":""MultiPoint"",""coordinates"":[]}"
454,11-065 MCLEOD LAKE,,15.547843322594979,"{""type"":""MultiPoint"",""coordinates"":[]}"
455,11-067 FRASER LAKE,,16.675327290946708,"{""type"":""MultiPoint"",""coordinates"":[]}"
456,11-133 Eaganbridge,,16.269527527941197,"{""type"":""MultiPoint"",""coordinates"":[]}"
457,11-167 Ormond Lake,,15.561738760906874,"{""type"":""MultiPoint"",""coordinates"":[]}"
458,11-181 Glen Vowell,,16.162538242371326,"{""type"":""MultiPoint"",""coordinates"":[]}"
459,11-207 GRAND FORKS,,16.62919624791667,"{""type"":""MultiPoint"",""coordinates"":[]}"
460,11-213 SALTERY BAY,,15.45858382533702,"{""type"":""MultiPoint"",""coordinates"":[]}"
461,11-216 CANAL FLATS,,15.931790992953422,"{""type"":""MultiPoint"",""coordinates"":[]}"
462,11-226 STELLA LAKE,,17.616326323805144,"{""type"":""MultiPoint"",""coordinates"":[]}"
463,11-228 VICTORIA LK,,15.663596340732227,"{""type"":""MultiPoint"",""coordinates"":[]}"
464,11-235 RISKE CREEK,,16.37430183079043,"{""type"":""MultiPoint"",""coordinates"":[]}"
465,11-245 MELDRUM CR.,,21.567974327297804,"{""type"":""MultiPoint"",""coordinates"":[]}"
466,11-265 SUMMIT LAKE,,15.323284676516538,"{""type"":""MultiPoint"",""coordinates"":[]}"
467,11-267 Pinchi Lake,,16.159580885845656,"{""type"":""MultiPoint"",""coordinates"":[]}"
468,11-271 KITSUMKALUM,,15.935241277772674,"{""type"":""MultiPoint"",""coordinates"":[]}"
469,11-317 DUNCAN LAKE,,16.306160042248784,"{""type"":""MultiPoint"",""coordinates"":[]}"
470,11-323 PEM MEADOWS,,16.348252484099266,"{""type"":""MultiPoint"",""coordinates"":[]}"
471,11-411 Maple Ridge,,17.360826071874982,"{""type"":""MultiPoint"",""coordinates"":[]}"
472,11-413 NANAIMO RIV,,15.90794121372551,"{""type"":""MultiPoint"",""coordinates"":[]}"
473,11-419 CREIGHTON V,,16.368546022794114,"{""type"":""MultiPoint"",""coordinates"":[]}"
474,11-420 CANOE POINT,,15.308543247380504,"{""type"":""MultiPoint"",""coordinates"":[]}"
475,11-423 DUFFEY LAKE,,14.817870071369498,"{""type"":""MultiPoint"",""coordinates"":[]}"
476,11-430 SUCCOUR CR.,,14.989509196890324,"{""type"":""MultiPoint"",""coordinates"":[]}"
477,11-511 Skookumchuk,,15.83637151688113,"{""type"":""MultiPoint"",""coordinates"":[]}"
478,11-709 OSPREY LAKE,,15.548386978890937,"{""type"":""MultiPoint"",""coordinates"":[]}"
479,04-105 WATERTON PRK,,15.970959323605996,"{""type"":""MultiPoint"",""coordinates"":[]}"
480,11-002 PORT RENFREW,,16.25878054849875,"{""type"":""MultiPoint"",""coordinates"":[]}"
481,11-012 SUNSHINE CST,,16.018133380867056,"{""type"":""MultiPoint"",""coordinates"":[]}"
482,11-030 ESPLANADE RG,,15.49613190261949,"{""type"":""MultiPoint"",""coordinates"":[]}"
483,11-031 GOLDSTREAM R,,16.567468873881733,"{""type"":""MultiPoint"",""coordinates"":[]}"
484,11-032 SCOTCH CREEK,,18.69295002164524,"{""type"":""MultiPoint"",""coordinates"":[]}"
485,11-043 HENDRIX LAKE,,16.00677598106618,"{""type"":""MultiPoint"",""coordinates"":[]}"
486,11-044 KEITHLEY CR.,,15.751924237254904,"{""type"":""MultiPoint"",""coordinates"":[]}"
487,11-046 ALEXIS CREEK,,15.628853856372551,"{""type"":""MultiPoint"",""coordinates"":[]}"
488,11-048 HECKMAN PASS,,15.41930983028494,"{""type"":""MultiPoint"",""coordinates"":[]}"
489,11-068 PINKUT CREEK,,15.818181092585778,"{""type"":""MultiPoint"",""coordinates"":[]}"
490,11-075 WILLISTON LK,,15.982079855652596,"{""type"":""MultiPoint"",""coordinates"":[]}"
491,11-131 Big Bend Hwy,,19.131834648314964,"{""type"":""MultiPoint"",""coordinates"":[]}"
492,11-139 CHILKAT PASS,,16.01962043094362,"{""type"":""MultiPoint"",""coordinates"":[]}"
493,11-153 FRASER RIVER,,16.77032979293811,"{""type"":""MultiPoint"",""coordinates"":[]}"
494,11-211 PITT MEADOWS,,13.769564002895219,"{""type"":""MultiPoint"",""coordinates"":[]}"
495,11-214 WICKANINNISH,,16.00426138609069,"{""type"":""MultiPoint"",""coordinates"":[]}"
496,11-221 PLEASANT VAL,,15.470545381510409,"{""type"":""MultiPoint"",""coordinates"":[]}"
497,11-230 ILLECILEWAET,,15.914355342355993,"{""type"":""MultiPoint"",""coordinates"":[]}"
498,11-234 LAC LA HACHE,,16.613397535416667,"{""type"":""MultiPoint"",""coordinates"":[]}"
499,11-254 SUGARBOWL MT,,15.54918120974263,"{""type"":""MultiPoint"",""coordinates"":[]}"
500,11-270 TELKWA HI RD,,15.74717962807902,"{""type"":""MultiPoint"",""coordinates"":[]}"
501,11-304 Premier Lake,,15.947121307659307,"{""type"":""MultiPoint"",""coordinates"":[]}"
502,11-401 SALT SPR. IS,,15.142764005162375,"{""type"":""MultiPoint"",""coordinates"":[]}"
503,11-402 COWICHAN LK.,,15.43331127886027,"{""type"":""MultiPoint"",""coordinates"":[]}"
504,11-407 CHRISTIAN VL,,15.575995565854782,"{""type"":""MultiPoint"",""coordinates"":[]}"
505,11-721 LOWER NICOLA,,15.639146579963239,"{""type"":""MultiPoint"",""coordinates"":[]}"
506,11-017 SPILLIMACHEEN,,16.781243991574758,"{""type"":""MultiPoint"",""coordinates"":[]}"
507,11-079 Kwanika Creek,,15.817969297319232,"{""type"":""MultiPoint"",""coordinates"":[]}"
508,11-083 Gitwinksihlkw,,16.145058031586984,"{""type"":""MultiPoint"",""coordinates"":[]}"
509,11-106 Kinaskan Lake,,8.098830859237129,"{""type"":""MultiPoint"",""coordinates"":[]}"
510,11-126 CAMPBELL LAKE,,15.943572051838233,"{""type"":""MultiPoint"",""coordinates"":[]}"
511,11-199 Rennell Sound,,16.691547075781255,"{""type"":""MultiPoint"",""coordinates"":[]}"
512,11-217 TOBY CREEK RD,,16.33198239152881,"{""type"":""MultiPoint"",""coordinates"":[]}"
513,11-236 FLETCHER LAKE,,15.945544319898882,"{""type"":""MultiPoint"",""coordinates"":[]}"
514,11-255 PRINCE GEORGE,,16.375741980759795,"{""type"":""MultiPoint"",""coordinates"":[]}"
515,11-299 Port Clements,,16.25669547118566,"{""type"":""MultiPoint"",""coordinates"":[]}"
516,11-309 UPPER ASHNOLA,,15.160097709344365,"{""type"":""MultiPoint"",""coordinates"":[]}"
517,11-328 Nahwitti Lake,,16.05760968258273,"{""type"":""MultiPoint"",""coordinates"":[]}"
518,11-339 HAINES SUMMIT,,16.69960585481005,"{""type"":""MultiPoint"",""coordinates"":[]}"
519,11-513 Texada Island,,15.338307479227947,"{""type"":""MultiPoint"",""coordinates"":[]}"
520,11-300 Skidegate Lake,,15.486712815073544,"{""type"":""MultiPoint"",""coordinates"":[]}"
521,11-612 SQUAMISH RIVER,,16.66036505551471,"{""type"":""MultiPoint"",""coordinates"":[]}"
522,11-614 Mt. Washington,,15.564959329197304,"{""type"":""MultiPoint"",""coordinates"":[]}"
523,11-622 BOTANIE VALLEY,,15.509894708195475,"{""type"":""MultiPoint"",""coordinates"":[]}"
524,11-229 BLAEBERRY RIVER,,15.891887468351717,"{""type"":""MultiPoint"",""coordinates"":[]}"
525,11-410 CHILLIWACK LAKE,,15.255054657322324,"{""type"":""MultiPoint"",""coordinates"":[]}"
526,11-078 GERMANSEN LANDING,,15.84986792663909,"{""type"":""MultiPoint"",""coordinates"":[]}"
527,11-310 Silver Skagit Road,,16.621905918688718,"{""type"":""MultiPoint"",""coordinates"":[]}"
